,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,kda
181,4750198308,3,False,2449,22,0,46,1557826992,,13,8,15,,0,,3.5
182,4750094208,131,False,2385,22,0,10,1557824042,,17,3,3,1.0,0,,6.666666666666667
183,4749987248,131,True,2457,22,0,8,1557821008,,14,9,16,,0,,3.3333333333333335
184,4749894984,3,False,2204,22,0,94,1557818203,,5,7,6,,1,,1.5714285714285714
185,4707550100,129,False,3037,22,7,35,1556690253,,17,6,10,,0,,4.5
186,4707408097,3,False,2686,22,7,23,1556687057,,11,7,13,1.0,0,,3.4285714285714284
187,4707303513,132,False,2273,22,7,95,1556684247,,18,3,7,1.0,0,,8.333333333333334
188,4707215383,129,False,1952,22,7,89,1556681653,,5,0,9,1.0,0,,inf
189,4707113739,129,True,2609,22,7,10,1556678551,,16,4,12,1.0,0,,7.0
190,4707017869,129,False,2682,22,7,36,1556675415,,20,7,13,1.0,0,,4.714285714285714
191,4678304888,128,False,2762,22,0,17,1555912401,,23,3,19,1.0,0,,14.0
192,4678207751,1,False,2642,22,0,105,1555909236,,10,9,8,1.0,0,,2.0
193,4678096354,129,True,2667,22,7,63,1555905565,,7,9,9,1.0,0,,1.7777777777777777
194,4677990412,0,True,3373,22,7,67,1555901268,,20,7,29,1.0,0,,7.0
195,4677909383,131,False,2926,22,7,54,1555897626,,16,2,23,1.0,0,,19.5
196,4657127686,1,True,2861,22,0,54,1555393878,,22,5,16,1.0,0,,7.6
197,4657034798,128,False,2142,22,0,23,1555391223,,11,1,15,1.0,0,,26.0
198,4656825339,0,True,2057,22,0,6,1555384841,,15,0,5,1.0,0,,inf
199,4656760524,1,True,1929,22,0,94,1555382522,,19,0,11,1.0,0,,inf
200,4656679786,129,True,2398,22,0,10,1555379452,,12,8,6,1.0,0,,2.25
201,4656638746,1,True,1293,22,0,67,1555377635,,6,2,9,1.0,0,,7.5
202,4631371153,129,False,2878,22,0,36,1554788316,,19,4,10,1.0,0,,7.25
203,4631309931,0,True,1140,22,0,17,1554786673,,4,0,2,1.0,0,,inf
204,4631175995,128,True,3067,22,0,106,1554783146,,9,7,15,,0,,3.4285714285714284
205,4631090505,3,True,2117,4,0,81,1554780482,,8,3,9,1.0,0,,5.666666666666667
206,4630983390,132,False,3269,4,0,73,1554776735,,25,3,17,1.0,0,,14.0
207,4630918341,129,True,2147,4,0,25,1554774211,,17,7,7,1.0,0,,3.4285714285714284
208,4603014669,131,True,2884,22,0,106,1554204747,,11,7,9,,0,,2.857142857142857
209,4602726387,130,False,1784,22,0,73,1554200276,,17,2,14,1.0,0,,15.5
210,4602517743,2,True,2102,22,0,10,1554197294,,23,2,4,1.0,0,,13.5
211,4602380776,129,False,2203,22,0,12,1554194403,,17,4,16,,0,,8.25
212,4602267596,1,False,2228,22,0,97,1554191703,,3,7,20,1.0,0,,3.2857142857142856
213,4602177243,1,True,1470,22,0,1,1554189404,,13,2,11,1.0,0,,12.0
214,4579955981,130,True,2798,22,7,120,1553688036,,12,10,7,,1,,1.9
215,4579600550,128,False,2173,22,0,81,1553681742,,19,4,8,1.0,0,,6.75
216,4579461724,0,False,2484,22,0,13,1553678769,,14,8,11,1.0,0,,3.125
217,4579307626,4,True,3108,22,0,109,1553675274,,11,8,18,1.0,0,,3.625
218,4564562192,132,False,2127,22,0,67,1553326234,,15,1,21,1.0,0,,36.0
219,4564372121,4,True,3041,22,0,8,1553322727,,12,3,7,1.0,0,,6.333333333333333
220,4564247543,3,True,1841,22,0,70,1553320257,,30,0,8,1.0,0,,inf
221,4556811476,3,True,2229,22,0,62,1553161177,,10,6,16,1.0,0,,4.333333333333333
222,4556705447,1,True,1951,22,0,15,1553158767,,16,5,14,1.0,0,,6.0
223,4556579910,129,True,2471,22,0,27,1553155857,,6,11,15,1.0,1,,1.9090909090909092
224,4556468490,1,False,2205,22,0,66,1553153127,,6,10,6,1.0,0,,1.2
225,4556356371,1,True,2509,22,0,8,1553150131,,14,4,21,1.0,0,,8.75
226,4556233642,2,False,2806,22,0,10,1553146644,,10,11,6,1.0,0,,1.4545454545454546
227,4533723136,2,True,1936,22,0,120,1552650647,,23,2,18,1.0,0,,20.5
228,4533550026,4,True,2359,22,7,95,1552647787,,6,2,15,1.0,0,,10.5
229,4533416279,4,True,2012,22,7,95,1552645259,,13,2,10,1.0,0,,11.5
230,4533286642,4,True,2171,22,0,112,1552642649,,5,2,22,1.0,0,,13.5
231,4533159567,4,False,1850,22,7,88,1552640306,,4,5,6,1.0,0,,2.0
232,4533032019,4,True,2103,22,7,27,1552637707,,3,6,25,1.0,0,,4.666666666666667
233,4532873431,3,False,3150,22,7,73,1552633978,,8,9,16,,0,,2.6666666666666665
234,4502670210,2,False,2218,22,0,29,1551958730,,4,8,7,1.0,0,,1.375
235,4502484108,130,False,2611,22,0,53,1551955555,,25,10,12,1.0,0,,3.7
236,4502346912,131,True,2146,22,0,76,1551952875,,5,6,1,1.0,0,,1.0
237,4502077601,132,False,3239,22,0,67,1551947018,,28,4,20,1.0,0,,12.0
238,4501910749,131,True,3470,22,0,19,1551943066,21.0,4,9,16,,0,4.0,2.2222222222222223
239,4498240499,130,False,2234,22,7,129,1551859054,,14,3,16,1.0,0,,10.0
240,4480827192,3,False,2662,22,7,107,1551516175,21.0,9,13,16,1.0,0,3.0,1.9230769230769231
241,4309053433,3,False,3715,22,7,26,1546429156,,10,19,16,,0,,1.368421052631579
242,4308938495,131,True,1124,22,7,82,1546425074,,0,9,1,1.0,1,,0.1111111111111111
243,4308764238,132,False,2753,22,7,78,1546417871,,21,3,24,,0,,15.0
244,4308707225,4,True,1977,22,7,41,1546415364,,28,2,10,1.0,0,,19.0
245,4308662229,131,False,1652,22,0,2,1546413239,,24,1,14,1.0,0,,38.0
246,4298713408,2,True,2808,22,0,50,1545995728,,1,10,12,,0,,1.3
247,4298623621,2,True,2814,22,7,26,1545992374,,12,11,9,,0,,1.9090909090909092
248,4298567138,130,False,1763,22,7,8,1545990101,,20,4,2,1.0,0,,5.5
249,4298490164,2,True,2576,22,7,82,1545986931,,18,5,11,,0,,5.8
250,4298352997,3,True,2575,22,0,86,1545981010,,9,8,14,1.0,0,,2.875
251,4278671326,132,True,732,22,0,67,1545219671,,0,0,0,1.0,3,,
252,4278603183,3,True,2547,22,0,109,1545216618,,25,6,16,1.0,0,,6.833333333333333
253,4278550437,131,False,2226,22,0,105,1545213963,,8,9,15,1.0,0,,2.5555555555555554
254,4278499012,132,False,2303,22,0,26,1545211201,,6,6,23,1.0,0,,4.833333333333333
255,4278364082,131,True,2423,22,0,93,1545203663,,13,15,6,1.0,0,,1.2666666666666666
256,4265369906,128,True,2406,22,7,13,1544518826,,2,8,12,1.0,0,,1.75
257,4265297725,130,True,2781,22,7,74,1544514477,,10,5,14,1.0,0,,4.8
258,4257070556,128,True,2636,22,0,14,1544089078,,5,11,23,1.0,0,,2.5454545454545454
259,4257009140,0,False,2751,22,0,44,1544085803,,6,9,8,1.0,0,,1.5555555555555556
260,4256970432,0,False,1732,22,0,82,1544083660,,8,8,4,1.0,1,,1.5
261,4256909952,132,False,2859,22,7,110,1544080181,,9,4,26,1.0,0,,8.75
262,4256867497,129,False,2283,22,7,55,1544077439,,10,7,24,1.0,0,,4.857142857142857
263,4248184989,1,True,2078,22,0,113,1543643124,,23,3,12,1.0,0,,11.666666666666666
264,4248137550,129,True,2034,22,0,106,1543640717,,15,10,5,1.0,0,,2.0
265,4248095828,0,False,1872,22,0,50,1543638372,,4,8,7,1.0,1,,1.375
266,4248052571,128,False,2327,22,0,82,1543635588,,17,5,18,1.0,0,,7.0
267,4248014837,130,True,1935,22,0,26,1543632995,,6,14,10,1.0,0,,1.1428571428571428
268,4247972980,2,True,2350,4,0,74,1543630260,,9,4,14,1.0,0,,5.75
269,4247935113,2,True,2625,4,0,30,1543627396,,9,9,22,,0,,3.4444444444444446
270,4236300536,128,True,2661,22,0,89,1543043370,,16,5,6,,0,,4.4
271,4236239324,129,False,2052,22,0,93,1543040812,,24,4,17,1.0,0,,10.25
272,4236147033,128,True,3755,22,0,62,1543036606,,24,10,16,,0,,4.0
273,4236086129,128,False,2694,22,0,6,1543033484,,31,1,13,,0,,44.0
274,4224019820,132,True,3395,22,0,98,1542454928,,19,10,20,,0,,3.9
275,4223906935,2,False,2927,22,0,113,1542450614,,23,9,12,,0,,3.888888888888889
276,4223831069,130,False,2843,4,0,106,1542447355,,32,6,7,1.0,0,,6.5
277,4223760552,2,False,2509,4,0,10,1542444324,,8,12,6,,0,,1.1666666666666667
278,4223669045,130,False,3696,4,0,70,1542440250,,21,7,15,1.0,0,,5.142857142857143
279,4212238052,3,True,1873,22,0,6,1541826689,,26,2,13,1.0,0,,19.5
280,4212179935,3,False,824,22,0,74,1541823214,,3,2,2,1.0,1,,2.5
281,4212135621,128,False,2210,22,0,109,1541820316,,16,2,10,1.0,0,,13.0
282,4203135469,1,True,2386,22,0,73,1541328909,,13,4,7,1.0,0,,5.0
283,4203005368,131,False,3862,2,7,19,1541324043,,13,12,21,,0,,2.8333333333333335
284,4202889108,4,True,1914,22,7,33,1541319657,,3,7,17,1.0,0,,2.857142857142857
285,4202833278,130,False,1794,4,0,85,1541317489,,11,4,29,1.0,0,,10.0
286,4202778475,128,False,1889,4,0,9,1541315290,,15,0,19,1.0,0,,inf
287,4188921467,4,True,2965,4,0,58,1540621145,,8,15,20,1.0,0,,1.8666666666666667
288,4188831971,129,False,3169,4,0,41,1540617375,,28,4,14,,0,,10.5
289,4188790194,1,True,1551,4,0,82,1540615418,,18,1,8,1.0,0,,26.0
290,4188737413,131,True,1498,22,0,71,1540612741,,5,4,16,1.0,2,,5.25
291,4188685425,4,True,2423,22,0,20,1540609933,,16,3,29,1.0,0,,15.0
292,4188640599,132,False,1831,22,0,112,1540607426,,4,4,21,1.0,0,,6.25
293,4187266087,129,True,2953,22,7,5,1540550544,,3,18,25,,0,,1.5555555555555556
294,4175874221,0,True,1995,4,0,61,1539947672,,20,2,8,1.0,0,,14.0
295,4175827835,1,True,1564,4,0,109,1539945561,21.0,2,1,4,1.0,0,,6.0
296,4164687415,2,True,1441,22,0,9,1539340576,,8,2,9,1.0,0,,8.5
297,4164664912,2,True,679,22,0,9,1539339470,,2,2,0,1.0,1,,1.0
298,4154660427,1,False,2860,22,0,100,1538808749,,6,12,19,,0,,2.0833333333333335
299,4154578926,129,True,2976,22,0,42,1538804885,,10,12,22,1.0,0,,2.6666666666666665
300,4154494559,1,False,3857,22,0,84,1538800289,,9,10,15,,0,,2.4
301,4154462314,1,True,1463,22,0,100,1538798355,,19,0,21,1.0,0,,inf
302,4153235803,128,True,1608,22,0,86,1538737031,,2,13,4,1.0,0,,0.46153846153846156
303,4153172865,0,True,1773,22,7,36,1538734135,,18,1,20,1.0,0,,38.0
304,4153035325,0,True,2297,22,7,67,1538727631,,12,5,12,,0,,4.8
305,4151573041,131,False,2953,22,7,36,1538649812,,18,5,22,,0,,8.0
306,4144619106,131,True,2322,22,7,46,1538291010,,9,8,8,1.0,0,,2.125
307,4144529983,2,False,3406,22,7,45,1538287026,,22,8,12,,0,,4.25
308,4144478232,130,False,2121,22,7,106,1538284483,,16,2,14,,0,,15.0
309,4143040273,3,False,2457,22,0,22,1538218358,21.0,7,9,14,1.0,0,3.0,2.3333333333333335
